ni,cu,mo,cr,fe,w,mn,si,c,al,ti,v,nb,ta,acid con,temp,Corr
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,25,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,32.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,50,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,62.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,75,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,87.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,100,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,112.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,112.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,125,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,125,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,137.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,137.5,0
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,150,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,150,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,150,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,150,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,150,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,150,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,150,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,162.5,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,162.5,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,162.5,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,162.5,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,162.5,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,162.5,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,5,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,10,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,15,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,20,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,25,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,30,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,35,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,40,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,45,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,50,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,55,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,60,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,65,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,70,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,75,175,3
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,80,175,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,85,175,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,175,1
65,0.2,28.5,1.5,1.5,3,3,0.1,0.01,0.5,0,0,0,0,90,175,1
